route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
RED SATURDAY,R1SA,R1SATPO__R1SA,Champaign Meijer,0,R1SA,R1SATPO
RED SATURDAY,R1SA,20RED001__R1SA,Champaign Meijer,0,R1SA,20C GW->MP
RED SATURDAY,R1SA,20RED002__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED003__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED004__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED005__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED006__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED007__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED008__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED009__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED010__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED011__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED012__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED013__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED014__R1SA,Philo & Silver,1,R1SA,20U->PS
RED SATURDAY,R1SA,20RED015__R1SA,Champaign Meijer,0,R1SA,20C->MP
RED SATURDAY,R1SA,20RED016__R1SA,Illini Union,1,R1SA,20U ->IU
GREEN,GN1 MF,GN1PO__GN1_MF,Illini Union,1,GN1 MF,GN1PO
GREEN,GN1 MF,1GN500__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,5WIUE->
GREEN,GN1 MF,[@14.0.51573013@][3][1284041816250]/0__GN1_MF,Main & Brady,0,GN1 MF,[@15.0.68508734@]57
GREEN,GN1 MF,[@15.0.68508734@][3][1375908093213]/0__GN1_MF,Main & Brady,0,GN1 MF,[@15.0.68508734@]58
GREEN,GN1 MF,[@14.0.51573013@][3][1284041844000]/1__GN1_MF,Main & Brady,0,GN1 MF,GREEN 37
GREEN,GN1 MF,[@14.0.51573013@][4][1283961701437]/0__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,GREEN 905
GREEN,GN1 MF,[@14.0.51573013@][4][1283961712890]/1__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,GREEN 907
GREEN,GN1 MF,[@15.0.66064718@][3][1356532933096]/0__GN1_MF,Main & Brady,0,GN1 MF,5E
GREEN,GN1 MF,1GN507__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,5W-AM
GREEN,GN1 MF,1GN508__GN1_MF,Main & Brady,0,GN1 MF,5E
GREEN,GN1 MF,1GN509__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,5W-AM
GREEN,GN1 MF,1GN510__GN1_MF,Main & Brady,0,GN1 MF,[@15.0.68508734@]48
GREEN,GN1 MF,1GN511__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,5W-PM
GREEN,GN1 MF,1GN512__GN1_MF,Main & Brady,0,GN1 MF,[@15.0.68508734@]48
GREEN,GN1 MF,1GN513__GN1_MF,Round Barn Road - Holiday Park,1,GN1 MF,5W-PM
GREEN,GN1 MF,1GN514__GN1_MF,Main & Brady,0,GN1 MF,5ETOCF
GREEN,GN1 MF,1GN515__GN1_MF,Florida & Philo - Savannah Green,0,GN1 MF,[@15.0.68508734@]66
GREEN,GN1 MF,1GN516__GN1_MF,Illini Union,1,GN1 MF,5W->IUE
GREEN EXPRESS,GN1 MF,1GN517__GN1_MF,Curtis & Wynstone,1,GN1 MF,5WXIUE->DNST
YELLOW,Y7 UIMTH,[@14.0.56288722@][1][1310479148168]/0__Y7_UIMTH,Transit Plaza,0,Y7 UIMTH,[@14.0.56288722@]36
YELLOW,Y7 UIMTH,[@14.0.56288722@][1][1310143765731]/0__Y7_UIMTH,Transit Plaza,0,Y7 UIMTH,[@14.0.56288722@]64
YELLOW,Y7 UIMTH,[@14.0.56288722@][1][1303760566725]/0__Y7_UIMTH,Champaign Walmart,0,Y7 UIMTH,[@14.0.51708617@]32
YELLOW,Y7 UIMTH,[@14.0.56288722@][2][1303763634065]/26__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOW 13
YELLOWHOPPER,Y7 UIMTH,[@14.0.56289208@][2][1303755590388]/40__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOWHOPPER 25
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334167611425]/4__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,[@15.0.63189099@]29
YELLOW,Y7 UIMTH,[@14.0.56288722@][2][1303763269813]/6__Y7_UIMTH,First & Curtis - Savoy Walmart,1,Y7 UIMTH,YELLOW 11
YELLOW,Y7 UIMTH,[@14.0.56288722@][1][1303750444036]/10__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOW 6
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334168021574]/23__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOWHOPPER 23
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168621241]/56__Y7_UIMTH,Lot E-14,1,Y7 UIMTH,YELLOWHOPPER 26
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334168021574]/24__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOWHOPPER 23
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168554912]/42__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOWHOPPER 25
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334167904665]/9__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,[@15.0.63189099@]29
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168803198]/59__Y7_UIMTH,Lot E-14,1,Y7 UIMTH,YELLOWHOPPER 26
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334168021574]/27__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOWHOPPER 23
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168554912]/45__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOWHOPPER 25
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334167904665]/12__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,[@15.0.63189099@]29
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168803198]/62__Y7_UIMTH,Lot E-14,1,Y7 UIMTH,YELLOWHOPPER 26
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334168021574]/30__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOWHOPPER 23
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168554912]/48__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOWHOPPER 25
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334167904665]/15__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,[@15.0.63189099@]29
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168803198]/65__Y7_UIMTH,Lot E-14,1,Y7 UIMTH,YELLOWHOPPER 26
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334168041183]/33__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOWHOPPER 23
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168554912]/51__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOWHOPPER 25
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334167918228]/18__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,[@15.0.63189099@]29
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168821073]/68__Y7_UIMTH,Lot E-14,1,Y7 UIMTH,YELLOWHOPPER 26
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334168041183]/36__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,YELLOWHOPPER 23
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168564897]/54__Y7_UIMTH,Gerty & Griffith,1,Y7 UIMTH,YELLOWHOPPER 25
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][1][1334167918228]/21__Y7_UIMTH,Illinois Terminal,0,Y7 UIMTH,[@15.0.63189099@]29
YELLOWHOPPER,Y7 UIMTH,[@15.0.63189099@][2][1334168821073]/71__Y7_UIMTH,Lot E-14,1,Y7 UIMTH,YELLOWHOPPER 26
GREEN EVENING,Y7 UIMTH,[@7.0.41201218@][4][1243954833031]/20__Y7_UIMTH,Round Barn Road - Parkland College,1,Y7 UIMTH,50W GREEN 55
GREEN EVENING,Y7 UIMTH,[@7.0.41201218@][3][1243953754500]/3__Y7_UIMTH,Orchard Downs,0,Y7 UIMTH,GREEN EVENING 52
GREEN EVENING,Y7 UIMTH,[@7.0.41201218@][4][1243955118234]/24__Y7_UIMTH,Round Barn Road - Parkland College,1,Y7 UIMTH,50W GREEN 55
GREEN EVENING,Y7 UIMTH,[@7.0.41201218@][3][1243953754500]/7__Y7_UIMTH,Orchard Downs,0,Y7 UIMTH,GREEN EVENING 52
GREEN EVENING,Y7 UIMTH,[@7.0.41201218@][4][1243955299875]/28__Y7_UIMTH,Illinois Terminal,1,Y7 UIMTH,50W GREEN 59
GREY EVENING,Y7 UIMTH,8GN525__Y7_UIMTH,Lincoln Square,0,Y7 UIMTH,70E->50WLATE
GREEN LATE NIGHT,Y7 UIMTH,8GN526__Y7_UIMTH,Illinois Terminal,1,Y7 UIMTH,50WLTNT->
GREEN LATE NIGHT,Y7 UIMTH,8GN527__Y7_UIMTH,Lincoln Square,0,Y7 UIMTH,50ELTNT->
GREEN LATE NIGHT,Y7 UIMTH,[@7.0.38112640@][4][1219153573468]/7__Y7_UIMTH,Illinois Terminal,1,Y7 UIMTH,50WLTNT->
GREEN LATE NIGHT,Y7 UIMTH,[@7.0.38112640@][3][1219153533843]/2__Y7_UIMTH,Lincoln Square,0,Y7 UIMTH,50E->50WLNIGHT
GREEN LATE NIGHT,Y7 UIMTH,[@7.0.38112640@][4][1219153573468]/8__Y7_UIMTH,Illinois Terminal,1,Y7 UIMTH,50WLTNT->
GREEN LATE NIGHT,Y7 UIMTH,[@7.0.38112640@][3][1219153533843]/3__Y7_UIMTH,Lincoln Square,0,Y7 UIMTH,50E->50WLNIGHT
GREEN LATE NIGHT,Y7 UIMTH,[@7.0.38112640@][4][1219153573468]/10__Y7_UIMTH,Illinois Terminal,1,Y7 UIMTH,50WLTNT->
GREEN LATE NIGHT,Y7 UIMTH,8GN535__Y7_UIMTH,Lincoln Square,0,Y7 UIMTH,50ELTNT->
GREEN LATE NIGHT,Y7 UIMTH,[@14.0.56288930@][4][1310416578748]/0__Y7_UIMTH,Illinois Terminal,1,Y7 UIMTH,50W-LATE
GREEN LATE NIGHT,Y7 UIMTH,[@14.0.56288930@][3][1310416762630]/0__Y7_UIMTH,Lincoln Square,0,Y7 UIMTH,50E-LATE
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/67__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 45
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/65__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]12W TEAL WEEKEND 12
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/14__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/117__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/42__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/112__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/22__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/116__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/38__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/93__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/37__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/82__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/11__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/108__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/12__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/81__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/47__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/120__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/7__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/115__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/17__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/83__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/53__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/70__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/6__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/126__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T2UISU,[@124.0.92229742@][1484323714302]/54__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/54__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/19__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/59__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/22__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/82__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/18__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/53__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/15__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/77__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/38__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/51__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/14__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/55__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/12__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/50__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/32__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/69__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/25__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/61__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/23__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/52__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/41__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/75__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/27__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/68__T2UISU,Illinois Terminal,1,T2UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T2UISU,[@124.0.92276155@][1484344792164]/2__T2UISU,Orchard Downs,0,T2UISU,[@124.0.92276155@]TEAL LATE 14
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1342109325159]/7__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]Y3SATPO
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338468644723]/0__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100NY1
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/7__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338414280664]/3__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/12__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338414280664]/8__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/17__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338414280664]/13__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/22__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1338414280664]/18__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/27__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
YELLOW EVENING SATURDAY,Y4SA,[@124.0.92247832@][1484327725398]/31__Y4SA,Champaign Walmart,0,Y4SA,[@124.0.92247832@]100N
YELLOW EVENING SATURDAY,Y4SA,[@124.0.92247832@][1484327725398]/10__Y4SA,Savoy Walmart,1,Y4SA,[@124.0.92247832@]100S
YELLOW EVENING SATURDAY,Y4SA,[@124.0.92247832@][1484327725398]/28__Y4SA,Champaign Walmart,0,Y4SA,[@124.0.92247832@]100N
YELLOW EVENING SATURDAY,Y4SA,[@124.0.92247832@][1484327725398]/5__Y4SA,Transit Plaza,1,Y4SA,[@124.0.92247832@]100S->PLAZA
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496419927796]/0__LM1SA,Kirby & Duncan,0,LM1SA,[@14.0.57586460@]37
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/0__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/1__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/2__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/3__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/4__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/5__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/6__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/7__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/8__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/9__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/10__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/11__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/12__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/13__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/14__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/15__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/16__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496417614815]/0__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]51
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496417951578]/1__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]51
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496417951578]/2__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]51
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496417951578]/3__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]51
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496417951578]/4__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]51
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496418090027]/6__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]46
LIME EVENING SATURDAY,LM1SA,[@124.0.94417146@][11][1496417951578]/5__LM1SA,Kirby & Duncan,0,LM1SA,[@124.0.92254999@]51
SILVER SUNDAY,SV1UISU,[@124.0.92281033@][1484346076492]/0__SV1UISU,Vet-Med,1,SV1UISU,[@124.0.92281033@]SILVER WEEKEND 42
SILVER SUNDAY,SV1UISU,[@124.0.92281033@][1484346076492]/45__SV1UISU,Vet-Med,1,SV1UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
SILVER SUNDAY,SV1UISU,[@124.0.92281033@][1484346076492]/99__SV1UISU,Lincoln Square,0,SV1UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
SILVER SUNDAY,SV1UISU,[@124.0.92281033@][1484346076492]/136__SV1UISU,PAR,1,SV1UISU,[@124.0.92281033@]SILVER WEEKEND 31
SILVER SUNDAY,SV1UISU,[@124.0.92281033@][1484346076492]/118__SV1UISU,Lincoln Square,0,SV1UISU,[@124.0.92281033@]130N SILVER WEEKEND 2
SILVER SUNDAY,SV1UISU,[@124.0.92281033@][1484346076492]/20__SV1UISU,Vet-Med,1,SV1UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
