route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/89__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/41__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/113__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/15__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/127__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/19__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/105__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/61__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/78__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/5__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/124__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/43__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/75__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/33__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/111__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/58__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/95__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SUNDAY,T1UISU,[@124.0.92229742@][1484323714302]/56__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/44__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/39__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/72__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/35__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/47__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/26__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/43__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/20__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/74__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/24__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/57__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/36__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/65__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/29__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/46__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/37__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/81__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/16__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/80__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/13__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/66__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/21__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/60__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/34__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/79__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/33__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/71__T1UISU,Illinois Terminal,1,T1UISU,[@124.0.92276155@]120W TEAL LATE 12
TEAL LATE NIGHT SUNDAY,T1UISU,[@124.0.92276155@][1484344792164]/5__T1UISU,Orchard Downs,0,T1UISU,[@124.0.92276155@]TEAL LATE 14
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][1][1342109289752]/6__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@14.0.57766396@]Y1SATPO
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][1][1338468687615]/3__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@14.0.57766396@]100NGRNWRT->
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][2][1338469240094]/8__Y5NONUISA,Savoy Walmart,1,Y5NONUISA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][1][1338414280664]/4__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][2][1338469240094]/13__Y5NONUISA,Savoy Walmart,1,Y5NONUISA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][1][1338414280664]/9__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][2][1338469240094]/18__Y5NONUISA,Savoy Walmart,1,Y5NONUISA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][1][1338414280664]/14__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][2][1338469240094]/23__Y5NONUISA,Savoy Walmart,1,Y5NONUISA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y5NONUISA,[@15.0.63192124@][1][1338414280664]/19__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@14.0.57766396@]100N
YELLOW EVENING SATURDAY,Y5NONUISA,[@124.0.92247832@][1484327725398]/19__Y5NONUISA,Savoy Walmart,1,Y5NONUISA,[@124.0.92247832@]100S
YELLOW EVENING SATURDAY,Y5NONUISA,[@124.0.92247832@][1484327725398]/33__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@124.0.92247832@]100N
YELLOW EVENING SATURDAY,Y5NONUISA,[@124.0.92247832@][1484327725398]/17__Y5NONUISA,Savoy Walmart,1,Y5NONUISA,[@124.0.92247832@]100S
YELLOW EVENING SATURDAY,Y5NONUISA,[@124.0.92247832@][1484327725398]/34__Y5NONUISA,Champaign Walmart,0,Y5NONUISA,[@124.0.92247832@]100N
YELLOW EVENING SATURDAY,Y5NONUISA,[@124.0.92247832@][1484327725398]/20__Y5NONUISA,Firsy & Gregory,1,Y5NONUISA,[@124.0.92247832@]100S->1STGRG
LAVENDER ALT,3N SHOW#1,[@2.0.84876422@][1455575336053]/60__3N_SHOW#1,Champaign Walmart,0,3N SHOW#1,[@2.0.84876422@]22
LAVENDER ALT,3N SHOW#1,[@2.0.84876422@][1455575336053]/35__3N_SHOW#1,Champaign Walmart,0,3N SHOW#1,[@2.0.84876422@]62
GREY SATURDAY,GR1SA,[@15.0.73008535@][32][1403817444144]/0__GR1SA,Round Barn Road,1,GR1SA,[@15.0.69172548@]7
GREY SATURDAY,GR1SA,[@15.0.73008535@][32][1401898892813]/23__GR1SA,Round Barn Road,1,GR1SA,[@15.0.69172548@]2
GREEN SATURDAY,GR1SA,GN4SAT000__GR1SA,Orchard Downs,0,GR1SA,50E->PC
GREEN SATURDAY,GR1SA,[@7.0.41202550@][4][1248723156390]/0__GR1SA,Round Barn Road,1,GR1SA,[@15.0.68513015@]219
GREY SATURDAY,GR1SA,[@15.0.73008535@][31][1401898787857]/19__GR1SA,Lincoln Square - Urbana Walmart,0,GR1SA,[@15.0.69172548@]1
GREY SATURDAY,GR1SA,[@15.0.73008535@][32][1401899327184]/31__GR1SA,Round Barn Road,1,GR1SA,[@15.0.69172548@]2
GREEN SATURDAY,GR1SA,GN2SAT012__GR1SA,Orchard Downs,0,GR1SA,50E->PC
GREEN SATURDAY,GR1SA,[@7.0.41202550@][4][1248702341796]/2__GR1SA,Round Barn Road,1,GR1SA,[@15.0.68513015@]219
GREY SATURDAY,GR1SA,[@15.0.73008535@][31][1401898680792]/10__GR1SA,Lincoln Square - Urbana Walmart,0,GR1SA,[@15.0.69172548@]1
GREY SATURDAY,GR1SA,[@15.0.73008535@][32][1401899327184]/39__GR1SA,Round Barn Road,1,GR1SA,[@15.0.69172548@]2
GREEN SATURDAY,GR1SA,GN3SAT016__GR1SA,Orchard Downs,0,GR1SA,50E->PC
GREEN SATURDAY,GR1SA,[@7.0.41202550@][4][1248701836140]/3__GR1SA,Round Barn Road,1,GR1SA,[@15.0.68513015@]219
GREY SATURDAY,GR1SA,[@15.0.73008535@][31][1401898697199]/16__GR1SA,Lincoln Square - Urbana Walmart,0,GR1SA,[@15.0.69172548@]1
GREY EVENING SATURDAY,GR1SA,[@124.0.92319406@][1484577670364]/32__GR1SA,Round Barn Road,1,GR1SA,[@124.0.92319406@]7
GREY EVENING SATURDAY,GR1SA,[@124.0.92319406@][1484577670364]/18__GR1SA,Lincoln Square - Urbana Walmart,0,GR1SA,[@124.0.92319406@]4
GREY EVENING SATURDAY,GR1SA,[@124.0.92319406@][1484577670364]/37__GR1SA,Round Barn Road,1,GR1SA,[@124.0.92319406@]7
GREY EVENING SATURDAY,GR1SA,[@124.0.92319406@][1484577670364]/22__GR1SA,Lincoln Square - Urbana Walmart,0,GR1SA,[@124.0.92319406@]4
GREY EVENING SATURDAY,GR1SA,[@124.0.92319406@][1484577670364]/38__GR1SA,Lincoln Square,1,GR1SA,[@124.0.92319406@]9
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][2][1342109091784]/0__Y1SA,Savoy Walmart,1,Y1SA,[@15.0.63192124@]23
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][2][1338469283845]/28__Y1SA,Savoy Walmart,1,Y1SA,[@14.0.57766396@]100S->BRWSWDFLD
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][1][1338413782899]/0__Y1SA,Champaign Walmart,0,Y1SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][2][1338469240094]/9__Y1SA,Savoy Walmart,1,Y1SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][1][1338414280664]/5__Y1SA,Champaign Walmart,0,Y1SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][2][1338469240094]/14__Y1SA,Savoy Walmart,1,Y1SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][1][1338414280664]/10__Y1SA,Champaign Walmart,0,Y1SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][2][1338469240094]/19__Y1SA,Savoy Walmart,1,Y1SA,[@14.0.57766396@]100S
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][1][1338414280664]/15__Y1SA,Champaign Walmart,0,Y1SA,[@14.0.57766396@]100N
YELLOW SATURDAY,Y1SA,[@15.0.63192124@][2][1338469240094]/24__Y1SA,Savoy Walmart,1,Y1SA,[@14.0.57766396@]100S
YELLOW EVENING SATURDAY,Y1SA,[@124.0.92247832@][1484327725398]/44__Y1SA,Champaign Walmart,0,Y1SA,[@124.0.92247832@]100N
YELLOW EVENING SATURDAY,Y1SA,[@124.0.92247832@][1484327725398]/14__Y1SA,Savoy Walmart,1,Y1SA,[@124.0.92247832@]100S
YELLOW EVENING SATURDAY,Y1SA,[@124.0.92247832@][1484327725398]/42__Y1SA,Champaign Walmart,0,Y1SA,[@124.0.92247832@]100N
YELLOW EVENING SATURDAY,Y1SA,[@124.0.92247832@][1484327725398]/7__Y1SA,Savoy Walmart,1,Y1SA,[@124.0.92247832@]100S
YELLOW EVENING SATURDAY,Y1SA,[@124.0.92247832@][1484327725398]/24__Y1SA,Illinois Terminal,0,Y1SA,[@124.0.92247832@]100N->IT
YELLOW LATE NIGHT SATURDAY,Y1SA,[@124.0.92327957@][1484578220911]/4__Y1SA,Champaign Walmart,0,Y1SA,[@124.0.92327957@]100 LATE 4
YELLOW LATE NIGHT SATURDAY,Y1SA,[@124.0.92327957@][1484578220911]/38__Y1SA,Firsy & Gregory,1,Y1SA,[@124.0.92327957@]32
ILLINI,I3 UIF,[@7.0.41200832@][1][1248458288312]/2__I3_UIF,Lincoln & Killarney,0,I3 UIF,ILLINI 47
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/1__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/138__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/9__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/146__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/17__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/154__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/25__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/162__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/33__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/170__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/41__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/178__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/49__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/186__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/57__I3_UIF,Lincoln & Killarney,0,I3 UIF,22N ILLINI 10
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/194__I3_UIF,PAR,1,I3 UIF,22S ILLINI 20
ILLINI,I3 UIF,[@7.0.41200832@][1][1238430123625]/65__I3_UIF,Lincoln & Anthony,0,I3 UIF,[@15.0.63192528@]43
ILLINI,I3 UIF,[@7.0.41200832@][2][1238430887312]/202__I3_UIF,PAR,1,I3 UIF,[@15.0.68513188@]4
ILLINI,I3 UIF,[@7.0.41200832@][1][1249401264125]/0__I3_UIF,Lincoln & Anthony,0,I3 UIF,[@15.0.63192528@]43
ILLINI,I3 UIF,[@7.0.41200832@][2][1249401318109]/5__I3_UIF,PAR,1,I3 UIF,[@15.0.68513188@]4
ILLINI EVENING,I3 UIF,[@7.0.41950648@][1244056065453]/81__I3_UIF,Lincoln & Killarney,0,I3 UIF,220N ILLINI 10
BROWN ALT PM,9B / 7E SHOW,[@15.0.61734120@][20][1328807587419]/1__9B_/_7E_SHOW,Parkland Ridge - Timberline,1,9B / 7E SHOW,[@15.0.61734120@]1
GREY ALT,9B / 7E SHOW,[@2.0.84907145@][1455575595497]/4__9B_/_7E_SHOW,Williamsburg & Mattis,1,9B / 7E SHOW,[@2.0.84907145@]7W SHOW 97
BROWN ALT PM,9B / 7E SHOW,[@15.0.61734120@][20][1328807601028]/2__9B_/_7E_SHOW,Parkland Ridge - Timberline,1,9B / 7E SHOW,[@15.0.61734120@]2
BROWN,BA2 MF,[@15.0.61662606@][10][1329152261282]/39__BA2_MF,Round Barn Road,0,BA2 MF,[@15.0.61662606@]706
BROWN,BA2 MF,[@15.0.61662606@][10][1329151552534]/2__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]114
BROWN,BA2 MF,[@15.0.61662606@][10][1329151583738]/3__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1425575171881]/0__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]1
BROWN,BA2 MF,[@2.0.80548152@][11][1425506589356]/1__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1425506589356]/3__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1425506589356]/5__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]1
BROWN,BA2 MF,[@2.0.80548152@][11][1425506589356]/7__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.83000066@][11][1455635174959]/0__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1430341925982]/0__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1425506680849]/11__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1425506680849]/13__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]364
BROWN,BA2 MF,[@2.0.80548152@][11][1425506717219]/16__BA2_MF,Parkland College,0,BA2 MF,[@15.0.61662606@]694
GREY SATURDAY,GR4SA,[@15.0.73008535@][32][1403817444144]/2__GR4SA,Round Barn Road,1,GR4SA,[@15.0.69172548@]7
GREY SATURDAY,GR4SA,[@15.0.73008535@][32][1401899327184]/25__GR4SA,Round Barn Road,1,GR4SA,[@15.0.69172548@]2
GREEN SATURDAY,GR4SA,GN1SAT006__GR4SA,Orchard Downs,0,GR4SA,50E->PC
GREEN SATURDAY,GR4SA,[@7.0.41202550@][4][1248702341796]/1__GR4SA,Round Barn Road,1,GR4SA,[@15.0.68513015@]219
GREY SATURDAY,GR4SA,[@15.0.73008535@][31][1401898680792]/4__GR4SA,Lincoln Square - Urbana Walmart,0,GR4SA,[@15.0.69172548@]1
GREY SATURDAY,GR4SA,[@15.0.73008535@][32][1401899327184]/33__GR4SA,Round Barn Road,1,GR4SA,[@15.0.69172548@]2
GREEN SATURDAY,GR4SA,GN5SAT010__GR4SA,Orchard Downs,0,GR4SA,50E->PC
GREEN SATURDAY,GR4SA,[@7.0.41202550@][4][1248701836140]/2__GR4SA,Round Barn Road,1,GR4SA,[@15.0.68513015@]219
GREY SATURDAY,GR4SA,[@15.0.73008535@][31][1401898680792]/12__GR4SA,Lincoln Square - Urbana Walmart,0,GR4SA,[@15.0.69172548@]1
GREY SATURDAY,GR4SA,[@15.0.73008535@][32][1401899327184]/41__GR4SA,Round Barn Road,1,GR4SA,[@15.0.69172548@]2
GREEN SATURDAY,GR4SA,GN2SAT020__GR4SA,Orchard Downs,0,GR4SA,50E->PC
GREEN SATURDAY,GR4SA,[@7.0.41202550@][4][1248704281515]/0__GR4SA,Round Barn Road,1,GR4SA,[@15.0.68513015@]219
GREEN EVENING SATURDAY,GR4SA,[@124.0.92311676@][1484576395235]/33__GR4SA,Orchard Downs,0,GR4SA,[@124.0.92311676@]GREEN EVENING 39
GREEN EVENING SATURDAY,GR4SA,[@124.0.92311676@][1484576395235]/7__GR4SA,Round Barn Road,1,GR4SA,[@124.0.92311676@]71
GREENHOPPER EVENING SATURDAY,GR4SA,[@7.0.42019048@][1245177724421]/74__GR4SA,Sunnycrest,0,GR4SA,50E HOPPER 102
GREENHOPPER EVENING SATURDAY,GR4SA,[@7.0.42019048@][4][1256062611953]/1__GR4SA,Round Barn Road,1,GR4SA,50W HOPPER 104
GREEN EVENING SATURDAY,GR4SA,[@124.0.92311676@][1484576395235]/38__GR4SA,Orchard Downs,0,GR4SA,[@124.0.92311676@]GREEN EVENING 39
GREEN EVENING SATURDAY,GR4SA,[@124.0.92311676@][1484576395235]/10__GR4SA,Round Barn Road,1,GR4SA,[@124.0.92311676@]71
GREEN EVENING SATURDAY,GR4SA,[@124.0.92311676@][1484576395235]/41__GR4SA,Lincoln Square,0,GR4SA,[@124.0.92311676@]50E GREEN 53
ORANGE ALT,6E/7E SHOW SCHWED,[@15.0.69155236@][3][1368634320109]/1__6E/7E_SHOW_SCHWED,Edgewood,0,6E/7E SHOW SCHWED,[@15.0.69155236@]37
ORANGE ALT,6E/7E SHOW SCHWED,[@15.0.69155236@][3][1368634327999]/2__6E/7E_SHOW_SCHWED,Edgewood,0,6E/7E SHOW SCHWED,[@15.0.69155236@]36
GREY ALT,6E/7E SHOW SCHWED,[@2.0.84907145@][1455575595497]/57__6E/7E_SHOW_SCHWED,Williamsburg & Mattis,1,6E/7E SHOW SCHWED,[@2.0.84907145@]7W SHOW 226
GREY ALT,6E/7E SHOW SCHWED,[@2.0.84907145@][1455575595497]/6__6E/7E_SHOW_SCHWED,Williamsburg & Mattis,1,6E/7E SHOW SCHWED,[@2.0.84907145@]GREY 1525
BROWN ALT PM,6E/7E SHOW SCHWED,[@15.0.61734120@][20][1328807696667]/3__6E/7E_SHOW_SCHWED,Parkland Ridge - Timberline,1,6E/7E SHOW SCHWED,[@15.0.61734120@]335
5E GREEN EXPRESS 1 ALT,GNX1 SHOW WED,[@36.0.28512759@][3][1175211123269]/8__GNX1_SHOW_WED,Harris & Harvard,0,GNX1 SHOW WED,5E EXP 1 ALT
5E GREEN EXPRESS 1 ALT,GNX1 SHOW WED,[@15.0.70780929@][31][1381949281398]/0__GNX1_SHOW_WED,University & Lynn,0,GNX1 SHOW WED,[@14.0.56288947@]26
GREEN ALT,5E / 8BZ WED,[@2.0.84887452@][1455575490653]/63__5E_/_8BZ_WED,Scottswood,0,5E / 8BZ WED,[@2.0.84887452@]7
GREEN ALT,5E / 8BZ WED,[@2.0.84887452@][1455575490653]/59__5E_/_8BZ_WED,Scottswood,0,5E / 8BZ WED,[@2.0.84887452@]S6 ALT
BRONZE ALT,5E / 8BZ WED,[@2.0.84948307@][1455637300277]/23__5E_/_8BZ_WED,Yankee Ridge - Transit Plaza,1,5E / 8BZ WED,[@2.0.84948307@]11
YELLOW,Y2 MF,[@2.0.85635885@][1][1465317375443]/0__Y2_MF,Champaign Walmart,0,Y2 MF,[@14.0.56288722@]36
YELLOW,Y2 MF,[@14.0.56288722@][1][1303749026218]/0__Y2_MF,Champaign Walmart,0,Y2 MF,[@124.0.102304764@]2
YELLOW,Y2 MF,[@14.0.56288722@][2][1303762631710]/2__Y2_MF,Savoy Walmart,1,Y2 MF,YELLOW 29
YELLOW,Y2 MF,[@14.0.56288722@][2][1303762872735]/3__Y2_MF,Savoy Walmart,1,Y2 MF,YELLOW 4
YELLOW,Y2 MF,[@14.0.56288722@][1][1303750444036]/7__Y2_MF,Illinois Terminal,0,Y2 MF,YELLOW 6
YELLOWHOPPER,Y2 MF,[@15.0.63189099@][1][1340890092794]/1__Y2_MF,Illinois Terminal,0,Y2 MF,YELLOWHOPPER 23
YELLOW,Y2 MF,[@14.0.56288722@][2][1303763373708]/13__Y2_MF,First & Curtis - Savoy Walmart,1,Y2 MF,YELLOW 11
YELLOW,Y2 MF,[@15.0.63189004@][1][1340825943173]/0__Y2_MF,Illinois Terminal,0,Y2 MF,YELLOW 6
YELLOWHOPPER,Y2 MF,[@15.0.63189099@][1][1334167967979]/22__Y2_MF,Illinois Terminal,0,Y2 MF,YELLOWHOPPER 23
